sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
femenino;servicio;peluqueria;enciso;3;8;05/02/2018;7500000.0;microempresarial
femenino;comercio;distribuidora de;manrique central no1;2;4;14/03/2018;3500000.0;microempresarial
masculino;comercio;comidas rapidas;santa cruz;2;2;10/04/2018;7800000.0;microempresarial
femenino;comercio;restaurante;popular;2;1;12/08/2016;6890000.0;microempresarial
femenino;comercio;comidas rapidas;belen;3;16;29/09/2017;7300000.0;microempresarial
masculino;servicio;variedades;belencito;2;13;15/02/2018;7000000.0;microempresarial
femenino;servicio;fabrica de;castilla;2;5;27/06/2016;6890000.0;microempresarial
femenino;industria;fabrica de;cabecera san antonio ;2;80;17/07/2017;7000000.0;microempresarial
masculino;servicio;cafe e internet;20 de julio;1;13;19/09/2017;7370000.0;microempresarial
femenino;industria;fabrica de;robledo;1;7;10/08/2018;7000000.0;microempresarial
masculino;comercio;tienda;belen;3;16;04/07/2018;7800000.0;microempresarial
femenino;comercio;miscelanea;robledo;1;7;09/02/2017;7000000.0;microempresarial
masculino;industria;fabrica de;manrique central no1;1;4;02/04/2019;3000000.0;microempresarial
femenino;servicio;peluqueria;santa cruz;1;2;03/02/2017;7377000.0;microempresarial
femenino;servicio;restaurante;enciso;1;8;04/10/2016;4000000.0;microempresarial
masculino;agropecuaria;legumbreria;robledo;1;7;03/08/2018;2000000.0;microempresarial
masculino;servicio;mantenimiento en;san javier no1;3;13;23/05/2018;7800000.0;microempresarial
femenino;comercio;almacen de ropa en;moravia;1;4;12/07/2018;2000000.0;microempresarial
femenino;servicio;peluqueria;villa hermosa;1;8;06/04/2018;7000000.0;microempresarial
femenino;comercio;variedades;jardin botanico;2;4;13/03/2017;1000000.0;microempresarial
femenino;comercio;comidas rapidas;alfonso lopez;3;5;20/09/2018;7800000.0;microempresarial
femenino;servicio;publicidad y;buenos aires;3;9;26/10/2017;15000000.0;microempresarial
masculino;comercio;variedades;santa cruz;2;2;17/07/2018;6000000.0;microempresarial
femenino;servicio;drogueria;buenos aires;3;9;13/09/2016;2500000.0;microempresarial
femenino;comercio;variedades;santa cruz;2;2;07/11/2018;5000000.0;microempresarial
masculino;comercio;mantenimiento en;popular;2;1;21/09/2016;5500000.0;microempresarial
femenino;industria;fabrica de;robledo;1;7;19/07/2016;6890000.0;microempresarial
masculino;comercio;criadero de animales;santo domingo savio ;1;1;26/04/2018;4000000.0;microempresarial
femenino;comercio;variedades;cabecera san antonio ;2;80;18/02/2019;7000000.0;microempresarial
femenino;servicio;mantenimiento en;robledo;2;7;27/01/2017;7377000.0;microempresarial
femenino;comercio;comidas rapidas;manrique central no2;2;3;10/12/2018;1200000.0;microempresarial
femenino;servicio;peluqueria;castilla;3;5;19/05/2017;7377000.0;microempresarial
masculino;industria;carpinteria;castilla;3;5;20/06/2018;7800000.0;microempresarial
femenino;comercio;restaurante;manrique central no1;2;4;21/11/2017;7000000.0;microempresarial
femenino;comercio;restaurante;centro admtivo;3;10;15/05/2018;4800000.0;microempresarial
femenino;servicio;fabrica de;robledo;2;7;04/04/2019;5000000.0;microempresarial
masculino;comercio;comidas rapidas;santa lucia;3;12;06/09/2017;5000000.0;microempresarial
masculino;comercio;variedades;moravia;1;4;26/12/2017;3000000.0;microempresarial
masculino;servicio;cafe e internet;andalucia;2;2;25/05/2018;7800000.0;microempresarial
masculino;comercio;panaderia;villa hermosa;2;8;13/10/2017;7377000.0;microempresarial
femenino;comercio;tienda;manrique central no1;2;4;10/08/2018;7800000.0;microempresarial
masculino;servicio;fabrica de arepas;blanquizal;2;13;26/08/2016;3000000.0;microempresarial
femenino;industria;fabrica de;pedregal;3;6;10/05/2018;7800000.0;microempresarial
femenino;comercio;fabrica de;san javier no1;1;13;01/04/2019;8281000.0;microempresarial
masculino;comercio;granero;manrique central no1;3;4;08/06/2018;5000000.0;microempresarial
femenino;comercio;tienda;cabecera san antonio ;2;80;19/05/2016;6800000.0;microempresarial
femenino;comercio;almacen de ropa en;doce de octubre no1;2;6;18/05/2017;7370000.0;microempresarial
masculino;comercio;tienda;popular;1;1;08/04/2016;6800000.0;microempresarial
femenino;comercio;tienda;manrique central no1;1;4;31/01/2018;3000000.0;microempresarial
femenino;comercio;papeleria;barrio caicedo;1;9;15/01/2018;5000000.0;microempresarial
masculino;comercio;comidas rapidas;moravia;2;4;06/07/2018;2000000.0;microempresarial
femenino;servicio;panaderia;santa cruz;1;2;20/02/2017;4000000.0;microempresarial
femenino;comercio;distribuidora de;moravia;2;4;15/11/2016;6890000.0;microempresarial
femenino;comercio;variedades;santa cruz;2;2;24/10/2018;2000000.0;microempresarial
masculino;industria;fabrica de;florencia;3;5;20/04/2017;7300000.0;microempresarial
femenino;comercio;comidas rapidas;villa hermosa;3;8;28/06/2018;3000000.0;microempresarial
masculino;comercio;tienda;el diamante;2;3;12/02/2019;6750000.0;microempresarial
femenino;comercio;almacen de ropa en;villa del socorro;2;2;24/08/2017;7300000.0;microempresarial
femenino;comercio;variedades;boston;3;10;22/09/2017;7377000.0;microempresarial
femenino;comercio;variedades;manrique central no2;2;3;04/05/2017;7377000.0;microempresarial
femenino;comercio;variedades;picacho;1;6;31/01/2019;8280000.0;microempresarial
masculino;comercio;carniceria;buenos aires;2;9;11/07/2018;2000000.0;microempresarial
femenino;comercio;variedades;aranjuez;3;4;03/10/2018;7000000.0;microempresarial
masculino;comercio;variedades;buenos aires;2;9;29/03/2017;1500000.0;microempresarial
masculino;comercio;carniceria;santo domingo savio ;2;1;11/05/2018;5000000.0;microempresarial
masculino;industria;fabrica de alimentos;santo domingo savio ;1;1;28/07/2017;7300000.0;microempresarial
femenino;servicio;peluqueria;campo valdes no1;3;4;11/05/2017;7000000.0;microempresarial
masculino;servicio;peluqueria;cataluna;3;9;03/04/2017;7377000.0;microempresarial
femenino;comercio;variedades;robledo;3;7;25/10/2017;7300000.0;microempresarial
masculino;servicio;recreativo educativo;robledo;2;7;25/02/2016;5000000.0;microempresarial
femenino;servicio;peluqueria;belen;3;16;18/06/2018;3000000.0;microempresarial
femenino;industria;fabrica de;francisco antonio zea;3;5;08/03/2017;300000.0;microempresarial
masculino;servicio;barberia;popular;2;1;09/06/2017;6500000.0;microempresarial
femenino;comercio;fabrica de;barrio caicedo;2;9;22/02/2017;5000000.0;microempresarial
masculino;comercio;fabrica de;villa hermosa;3;8;19/05/2017;7377000.0;microempresarial
femenino;industria;fabrica de;moravia;2;4;23/08/2018;4000000.0;microempresarial
masculino;comercio;tienda;buenos aires;3;9;18/06/2018;7800000.0;microempresarial
masculino;servicio;publicidad y;popular;2;1;15/02/2018;5000000.0;microempresarial
femenino;industria;fabrica de;manrique oriental;2;3;08/05/2017;7377000.0;microempresarial
masculino;comercio;distribuidora de;enciso;2;8;01/02/2018;7377000.0;microempresarial
femenino;industria;fabrica de;boston;3;10;09/08/2016;6890000.0;microempresarial
femenino;industria;fabrica de;villatina;2;8;28/03/2017;4000000.0;microempresarial
masculino;servicio;peluqueria;aranjuez;3;4;11/10/2016;6890000.0;microempresarial
masculino;industria;fabrica de;aranjuez;3;4;07/05/2018;5700000.0;microempresarial
femenino;comercio;fabrica de alimentos;altavista;2;70;01/06/2018;1000000.0;microempresarial
femenino;comercio;tienda;robledo;2;7;24/03/2017;7370000.0;microempresarial
femenino;industria;fabrica de;doce de octubre no1;2;6;02/11/2017;5000000.0;microempresarial
masculino;servicio;peluqueria;popular;2;1;15/11/2017;7370000.0;microempresarial
femenino;industria;fabrica de;playon de los ;2;2;05/10/2017;7000000.0;microempresarial
femenino;comercio;restaurante;belen;2;16;02/06/2017;3000000.0;microempresarial
femenino;comercio;variedades;moravia;2;4;05/04/2018;2500000.0;microempresarial
masculino;comercio;comidas rapidas;belen;3;16;02/05/2018;3500000.0;microempresarial
femenino;comercio;variedades;belen;2;16;23/11/2017;3000000.0;microempresarial
masculino;comercio;tienda;manrique oriental;2;3;08/05/2019;8000000.0;microempresarial
masculino;comercio;tienda de helados;villa hermosa;3;8;07/06/2018;5000000.0;microempresarial
femenino;industria;fabrica de;san pablo;1;1;29/05/2018;2500000.0;microempresarial
femenino;industria;fabrica de;cabecera san antonio ;3;80;09/11/2017;4000000.0;microempresarial
femenino;comercio;almacen de ropa en;belen;3;16;27/06/2018;7800000.0;microempresarial
femenino;servicio;restaurante;enciso;1;8;07/10/2016;4130000.0;microempresarial
masculino;comercio;tienda;manrique oriental;2;3;31/10/2018;6500000.0;microempresarial
masculino;servicio;mantenimiento en;la francia;2;2;29/10/2018;7000000.0;microempresarial
femenino;comercio;variedades;aranjuez;3;4;19/09/2016;3000000.0;microempresarial
masculino;comercio;fabrica de alimentos;san javier no1;1;13;16/05/2018;2000000.0;microempresarial
femenino;servicio;peluqueria;santo domingo savio ;2;1;11/07/2018;5000000.0;microempresarial
femenino;servicio;barberia;villa hermosa;2;8;06/03/2018;7800000.0;microempresarial
femenino;industria;fabrica de;la frontera;2;2;06/12/2016;6800000.0;microempresarial
femenino;agropecuaria;sembrados;manrique central no1;2;4;07/11/2017;7377000.0;microempresarial
masculino;comercio;variedades;popular;2;1;24/01/2018;7000000.0;microempresarial
femenino;servicio;peluqueria;belen;3;16;12/12/2017;3500000.0;microempresarial
femenino;comercio;variedades;buenos aires;1;9;13/02/2019;7000000.0;microempresarial
femenino;industria;fabrica de;robledo;2;7;07/03/2016;3000000.0;microempresarial
femenino;comercio;variedades;buenos aires;2;9;01/08/2018;7800000.0;microempresarial
femenino;industria;fabrica de;villa hermosa;1;8;12/09/2017;5000000.0;microempresarial
masculino;comercio;carpinteria;cabecera san antonio ;2;80;25/07/2018;6000000.0;microempresarial
femenino;comercio;comidas rapidas;buenos aires;3;9;31/08/2016;6890000.0;microempresarial
femenino;servicio;peluqueria;villatina;2;8;22/07/2016;6800000.0;microempresarial
femenino;comercio;variedades;manrique central no2;3;3;13/12/2016;4000000.0;microempresarial
masculino;industria;fabrica de calzado;el salvador;3;9;29/09/2016;6894000.0;microempresarial
masculino;comercio;distribuidora de;moravia;2;4;25/05/2018;3000000.0;microempresarial
femenino;industria;fabrica de;castilla;3;5;03/04/2018;7000000.0;microempresarial
femenino;industria;fabrica de;villa niza;2;2;20/12/2018;7000000.0;microempresarial
femenino;comercio;tienda;manrique central no2;3;3;04/08/2016;6890000.0;microempresarial
femenino;industria;fabrica de;san javier no1;1;13;29/10/2018;7800000.0;microempresarial
femenino;industria;fabrica de;robledo;2;7;11/09/2017;3000000.0;microempresarial
femenino;comercio;tienda;aranjuez;2;4;01/03/2019;8281000.0;microempresarial
femenino;comercio;tienda;santa elena central;2;90;06/09/2017;7377000.0;microempresarial
femenino;servicio;bares;santa cruz;2;2;02/05/2018;3000000.0;microempresarial
femenino;servicio;peluqueria;playon de los ;2;2;10/09/2018;30000000.0;microempresarial
femenino;comercio;variedades;cabecera san antonio ;2;80;25/01/2016;4000000.0;microempresarial
masculino;comercio;restaurante;moravia;2;4;22/03/2018;7800000.0;microempresarial
femenino;industria;fabrica de;manrique central no1;3;3;28/11/2018;7500000.0;microempresarial
masculino;comercio;almacen de ropa en;cabecera san antonio ;2;10;27/03/2019;4000000.0;microempresarial
femenino;industria;cafe e internet;robledo;2;7;28/02/2018;3000000.0;microempresarial
femenino;comercio;panaderia;manrique oriental;2;3;25/09/2017;7370000.0;microempresarial
femenino;comercio;tienda;san javier no1;2;13;16/01/2018;4000000.0;microempresarial
masculino;comercio;almacen de ropa en;toscana;1;5;16/02/2018;7800000.0;microempresarial
femenino;comercio;comidas rapidas;andalucia;2;2;04/04/2018;7000000.0;microempresarial
femenino;comercio;tienda;carpinelo;1;1;08/06/2018;7000000.0;microempresarial
femenino;comercio;fabrica de helados;robledo;2;7;02/08/2017;5000000.0;microempresarial
femenino;comercio;tienda;robledo;2;7;29/11/2018;7200000.0;microempresarial
femenino;agropecuaria;sembrados;santa elena central;2;90;13/09/2016;13000000.0;agropecuaria
femenino;comercio;ferreteria;juan xxiii la quiebra;2;13;18/07/2016;6890000.0;microempresarial
femenino;servicio;comidas rapidas;kennedy;2;6;03/11/2016;4000000.0;microempresarial
femenino;comercio;tienda;san javier no1;1;13;21/01/2016;6800000.0;microempresarial
masculino;comercio;tienda;belen;3;16;14/11/2018;7800000.0;microempresarial
masculino;servicio;comidas rapidas;manrique central no1;3;4;17/08/2017;5000000.0;microempresarial
femenino;comercio;tienda;manrique central no1;3;4;22/12/2017;60.0;microempresarial
masculino;comercio;tienda;picacho;1;6;19/12/2016;680000.0;microempresarial
masculino;comercio;comidas rapidas;trinidad;3;15;05/07/2018;800000.0;microempresarial
femenino;comercio;variedades;doce de octubre no1;1;6;09/05/2017;4000000.0;microempresarial
masculino;comercio;comidas rapidas;toscana;2;5;25/04/2017;7000000.0;microempresarial
femenino;industria;fabrica de;villa del socorro;1;2;30/10/2017;7370000.0;microempresarial
femenino;industria;fabrica de;el chagualo;3;10;14/07/2017;7000000.0;microempresarial
femenino;comercio;cafeteria;jardin botanico;2;4;27/09/2017;7000000.0;microempresarial
femenino;servicio;peluqueria;buenos aires;3;9;06/09/2017;3000000.0;microempresarial
femenino;comercio;comidas rapidas;aranjuez;2;4;26/10/2018;7800000.0;microempresarial
femenino;servicio;variedades;boyaca;3;5;24/08/2017;22000000.0;juridica y cap.semilla
femenino;industria;fabrica de;guayabal;3;15;29/08/2017;6500000.0;microempresarial
femenino;comercio;miscelanea;robledo;2;7;28/11/2017;4500000.0;microempresarial
masculino;industria;fabrica de;la pradera;3;13;06/11/2018;4000000.0;microempresarial
femenino;servicio;taller de mecanica;san javier no1;2;13;09/06/2017;5000000.0;microempresarial
femenino;comercio;papeleria;san javier no2;2;13;04/03/2016;6000000.0;microempresarial
femenino;agropecuaria;variedades;manrique central no1;2;4;20/02/2018;3000000.0;microempresarial
femenino;industria;fabrica de;robledo;1;7;26/09/2016;6800000.0;microempresarial
masculino;servicio;mantenimiento en;moravia;2;4;11/12/2018;6600000.0;microempresarial
masculino;comercio;tienda;san javier no1;1;13;26/05/2016;6000000.0;microempresarial
masculino;servicio;mantenimiento en;santa elena central;2;90;01/02/2017;7300000.0;microempresarial
femenino;comercio;panaderia;santo domingo savio ;1;1;16/05/2018;7800000.0;microempresarial
femenino;servicio;gimnasio;villa hermosa;3;8;11/12/2018;7800000.0;microempresarial
femenino;industria;fabrica de;san pablo;2;3;04/02/2019;700.0;microempresarial
femenino;industria;fabrica de;calasanz;1;12;30/10/2017;5000000.0;microempresarial
masculino;comercio;tienda;aguas frias;1;70;11/04/2019;8200000.0;microempresarial
femenino;industria;fabrica de;kennedy;2;6;20/05/2019;6000000.0;microempresarial
masculino;servicio;drogueria;manrique central no1;3;4;14/03/2018;7812420.0;microempresarial
femenino;agropecuaria;criadero de animales;olaya herrera;1;7;14/07/2017;7300000.0;microempresarial
femenino;comercio;almacen de ropa en;robledo;2;7;15/03/2018;3000000.0;microempresarial
femenino;servicio;peluqueria;pablo vi;2;2;29/05/2018;7500000.0;microempresarial
femenino;servicio;taller de mecanica;manrique central no1;2;4;17/09/2016;6500000.0;microempresarial
femenino;comercio;papeleria;manrique central no1;1;4;28/11/2017;3500000.0;microempresarial
femenino;servicio;productos de belleza;doce de octubre no1;2;6;06/07/2017;7370000.0;microempresarial
masculino;comercio;variedades;robledo;2;7;07/06/2018;3500000.0;microempresarial
masculino;servicio;barberia;carpinelo;1;1;23/02/2017;7000000.0;microempresarial
femenino;comercio;comidas rapidas;santa cruz;1;2;30/10/2017;7000000.0;microempresarial
femenino;comercio;tienda;popular;2;1;15/05/2019;8200000.0;microempresarial
femenino;comercio;almacen de ropa en;robledo;2;7;25/01/2018;7800000.0;microempresarial
masculino;comercio;tienda;manrique central no1;2;4;11/05/2018;4000000.0;microempresarial
masculino;comercio;restaurante;castilla;3;5;16/02/2017;7300000.0;microempresarial
femenino;industria;fabrica de;manrique central no1;2;4;17/05/2017;6890000.0;microempresarial
masculino;industria;taller de mecanica;andalucia;2;2;10/02/2017;5000000.0;microempresarial
femenino;industria;fabrica de;robledo;2;7;03/08/2017;7300000.0;microempresarial
femenino;comercio;variedades;pedregal;1;6;26/10/2018;6000000.0;microempresarial
femenino;industria;fabrica de;barrio caicedo;2;9;18/10/2018;1400000.0;microempresarial
femenino;industria;fabrica de;villatina;2;8;28/06/2017;7300000.0;microempresarial
femenino;comercio;tienda;manrique oriental;2;3;24/04/2017;4000000.0;microempresarial
femenino;servicio;fabrica de;manrique central no2;1;3;23/06/2016;6000000.0;microempresarial
femenino;servicio;restaurante;robledo;1;7;16/05/2018;3000000.0;microempresarial
